source_field,source_value,Maps to OMOP code,ID,vocabulary
LAST_PRIMARY_DIAGNOSIS,H72.0,Central perforation of tympanic membrane,377573,SNOMED
LAST_PRIMARY_DIAGNOSIS,K51.4,Pseudopolyposis of colon,81064,SNOMED
LAST_PRIMARY_DIAGNOSIS,M25.8,Arthropathy,73553,SNOMED
LAST_PRIMARY_DIAGNOSIS,B99,Infectious disease,432250,SNOMED
LAST_PRIMARY_DIAGNOSIS,N81.3,Third degree uterine prolapse,193528,SNOMED
LAST_PRIMARY_DIAGNOSIS,K65.0,Acute peritonitis,4195847,SNOMED
LAST_PRIMARY_DIAGNOSIS,H43.1,Vitreous hemorrhage,315276,SNOMED
LAST_PRIMARY_DIAGNOSIS,C83.7,Burkitt's lymphoma (clinical),4041800,SNOMED
LAST_PRIMARY_DIAGNOSIS,Q50.4,Embryonic cyst of fallopian tube,4120330,SNOMED
LAST_PRIMARY_DIAGNOSIS,K10.8,Disorder of jaw,435569,SNOMED
LAST_PRIMARY_DIAGNOSIS,T82.7,Infection associated with implant,43021258,SNOMED
LAST_PRIMARY_DIAGNOSIS,H50.0,Esotropia,377877,SNOMED
LAST_PRIMARY_DIAGNOSIS,C85.9,Non-Hodgkin's lymphoma (clinical),4038838,SNOMED
LAST_PRIMARY_DIAGNOSIS,M16.3,Osteoarthritis of hip due to dysplasia,46273178,SNOMED
LAST_PRIMARY_DIAGNOSIS,D80.9,Immunodeficiency disorder,433740,SNOMED
LAST_PRIMARY_DIAGNOSIS,G08,Cerebrovascular and spinal vascular disorders,4045733,SNOMED
LAST_PRIMARY_DIAGNOSIS,S51.9,Open wound of forearm,4053599,SNOMED
LAST_PRIMARY_DIAGNOSIS,S51.8,Open wound of forearm,4053599,SNOMED
LAST_PRIMARY_DIAGNOSIS,J39.0,Parapharyngeal abscess,257008,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z46.8,Fitting procedure,4047347,SNOMED
LAST_PRIMARY_DIAGNOSIS,H70.9,Mastoiditis,374655,SNOMED
LAST_PRIMARY_DIAGNOSIS,C32.9,Primary malignant neoplasm of larynx,26052,SNOMED
LAST_PRIMARY_DIAGNOSIS,M19.1,Arthropathy,73553,SNOMED
LAST_PRIMARY_DIAGNOSIS,G03.9,Meningitis,435785,SNOMED
LAST_PRIMARY_DIAGNOSIS,K70.1,Alcoholic hepatitis,4340383,SNOMED
LAST_PRIMARY_DIAGNOSIS,D22.1,"Melanocytic nevus of eyelid, including canthus",4031757,SNOMED
LAST_PRIMARY_DIAGNOSIS,J00,Common cold,260427,SNOMED
LAST_PRIMARY_DIAGNOSIS,R76.8,Immunology laboratory test,4098179,SNOMED
LAST_PRIMARY_DIAGNOSIS,M25.6,Joint stiffness,72404,SNOMED
LAST_PRIMARY_DIAGNOSIS,C34.3,"Primary malignant neoplasm of lower lobe, bronchus or lung",4157454,SNOMED
LAST_PRIMARY_DIAGNOSIS,I50.0,Congestive heart failure,319835,SNOMED
LAST_PRIMARY_DIAGNOSIS,L97,Ulcer of lower extremity,197304,SNOMED
LAST_PRIMARY_DIAGNOSIS,N21.0,Urinary bladder stone,193520,SNOMED
LAST_PRIMARY_DIAGNOSIS,D25.1,Intramural leiomyoma of uterus,192854,SNOMED
LAST_PRIMARY_DIAGNOSIS,J03.8,Acute tonsillitis,24660,SNOMED
LAST_PRIMARY_DIAGNOSIS,O90.3,Postpartum cardiomyopathy,312383,SNOMED
LAST_PRIMARY_DIAGNOSIS,I48.0,Paroxysmal atrial fibrillation,4154290,SNOMED
LAST_PRIMARY_DIAGNOSIS,K86.3,Pseudocyst of pancreas,4008556,SNOMED
LAST_PRIMARY_DIAGNOSIS,K38.1,Concretion of appendix,4083465,SNOMED
LAST_PRIMARY_DIAGNOSIS,R90.8,Imaging of brain,40481383,SNOMED
LAST_PRIMARY_DIAGNOSIS,I47.2,Ventricular tachycardia,4103295,SNOMED
LAST_PRIMARY_DIAGNOSIS,N13.1,Hydronephrosis due to ureteral stricture,37016341,SNOMED
LAST_PRIMARY_DIAGNOSIS,K62.9,Anorectal disorder,4145825,SNOMED
LAST_PRIMARY_DIAGNOSIS,G47.3,Sleep apnea,313459,SNOMED
LAST_PRIMARY_DIAGNOSIS,M13.9,Arthritis,4291025,SNOMED
LAST_PRIMARY_DIAGNOSIS,N64.5,Breast signs and symptoms,4056770,SNOMED
LAST_PRIMARY_DIAGNOSIS,I73.0,Raynaud's phenomenon,4143972,SNOMED
LAST_PRIMARY_DIAGNOSIS,B07,Verruca vulgaris,140641,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z03.5,Examination for suspected cardiovascular disease,4062856,SNOMED
LAST_PRIMARY_DIAGNOSIS,I63.5,Cerebral infarction,443454,SNOMED
LAST_PRIMARY_DIAGNOSIS,L44.1,Lichen nitidus,132704,SNOMED
LAST_PRIMARY_DIAGNOSIS,S30.8,Superficial injury of trunk,4055709,SNOMED
LAST_PRIMARY_DIAGNOSIS,L60.0,Ingrowing nail,139099,SNOMED
LAST_PRIMARY_DIAGNOSIS,S06.5,Traumatic subdural hemorrhage,4017107,SNOMED
LAST_PRIMARY_DIAGNOSIS,C18.1,Primary malignant neoplasm of appendix,433143,SNOMED
LAST_PRIMARY_DIAGNOSIS,F22.0,Delusional disorder,432590,SNOMED
LAST_PRIMARY_DIAGNOSIS,K63.9,Disorder of intestine,201618,SNOMED
LAST_PRIMARY_DIAGNOSIS,H65.9,Non-suppurative otitis media,4170137,SNOMED
LAST_PRIMARY_DIAGNOSIS,N31.9,Neurogenic urinary bladder,199075,SNOMED
LAST_PRIMARY_DIAGNOSIS,K64.5,Thrombosed external hemorrhoids,201045,SNOMED
LAST_PRIMARY_DIAGNOSIS,R74.8,Enzyme measurement,4046263,SNOMED
LAST_PRIMARY_DIAGNOSIS,H33.4,Traction detachment of retina,375249,SNOMED
LAST_PRIMARY_DIAGNOSIS,D21.0,"Benign tumor of soft tissue of head, face and neck",4113129,SNOMED
LAST_PRIMARY_DIAGNOSIS,S81.8,Open wound of lower leg,4053604,SNOMED
LAST_PRIMARY_DIAGNOSIS,N92.5,Irregular periods,196168,SNOMED
LAST_PRIMARY_DIAGNOSIS,O66.8,Obstructed labor,193827,SNOMED
LAST_PRIMARY_DIAGNOSIS,H53.4,Visual field defect,377286,SNOMED
LAST_PRIMARY_DIAGNOSIS,K82.9,Disorder of gallbladder,192353,SNOMED
LAST_PRIMARY_DIAGNOSIS,K82.4,Cholesterolosis of gallbladder,197318,SNOMED
LAST_PRIMARY_DIAGNOSIS,D10.3,Benign neoplasm of mouth region,137813,SNOMED
LAST_PRIMARY_DIAGNOSIS,A07.2,Cryptosporidiosis,194265,SNOMED
LAST_PRIMARY_DIAGNOSIS,S66.0,Thumb injury,4096314,SNOMED
LAST_PRIMARY_DIAGNOSIS,S66.0,Muscle and tendon injury,4194894,SNOMED
LAST_PRIMARY_DIAGNOSIS,R40.2,Coma,380834,SNOMED
LAST_PRIMARY_DIAGNOSIS,S06.6,Subarachnoid hemorrhage due to traumatic injury,4134162,SNOMED
LAST_PRIMARY_DIAGNOSIS,C49.5,Malignant tumor of soft tissue of pelvis,4178958,SNOMED
LAST_PRIMARY_DIAGNOSIS,H91.9,Hearing loss,377889,SNOMED
LAST_PRIMARY_DIAGNOSIS,I78.1,Non-neoplastic nevus,135287,SNOMED
LAST_PRIMARY_DIAGNOSIS,H00.0,Blepharitis,378425,SNOMED
LAST_PRIMARY_DIAGNOSIS,S61.7,Multiple open wounds of wrist and hand,4191822,SNOMED
LAST_PRIMARY_DIAGNOSIS,J05.1,Acute epiglottitis,4105773,SNOMED
LAST_PRIMARY_DIAGNOSIS,O92.1,Cracked nipple associated with childbirth,433548,SNOMED
LAST_PRIMARY_DIAGNOSIS,O45.8,Placental abruption,198488,SNOMED
LAST_PRIMARY_DIAGNOSIS,T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",4309318,SNOMED
LAST_PRIMARY_DIAGNOSIS,I84.9,Hemorrhoids without complication,4305808,SNOMED
LAST_PRIMARY_DIAGNOSIS,T38.3,Adverse reaction to antidiabetic drug,443603,SNOMED
LAST_PRIMARY_DIAGNOSIS,F44.4,Dissociative motor disorder,4150799,SNOMED
LAST_PRIMARY_DIAGNOSIS,M62.6,Muscle strain,4168796,SNOMED
LAST_PRIMARY_DIAGNOSIS,I25.1,Coronary arteriosclerosis,317576,SNOMED
LAST_PRIMARY_DIAGNOSIS,I33.0,Infective endocarditis,4119460,SNOMED
LAST_PRIMARY_DIAGNOSIS,E14.9,Diabetes mellitus without complication,4008576,SNOMED
LAST_PRIMARY_DIAGNOSIS,H25.0,Incipient senile cataract,40482507,SNOMED
LAST_PRIMARY_DIAGNOSIS,I21.4,Acute non-ST segment elevation myocardial infarction,4270024,SNOMED
LAST_PRIMARY_DIAGNOSIS,K26.9,Duodenal ulcer without hemorrhage AND without perforation,4209746,SNOMED
LAST_PRIMARY_DIAGNOSIS,T78.1,Adverse reaction,4105886,SNOMED
LAST_PRIMARY_DIAGNOSIS,K07.1,Jaw to cranial base anomaly,434063,SNOMED
LAST_PRIMARY_DIAGNOSIS,R06.2,Wheezing,314754,SNOMED
LAST_PRIMARY_DIAGNOSIS,O43.9,Disorder of placenta,4053583,SNOMED
LAST_PRIMARY_DIAGNOSIS,O33.0,Disorder of pelvic size and disproportion,79890,SNOMED
LAST_PRIMARY_DIAGNOSIS,R93.8,Imaging,4180938,SNOMED
LAST_PRIMARY_DIAGNOSIS,E10.4,Disorder of nervous system due to type 1 diabetes mellitus,377821,SNOMED
LAST_PRIMARY_DIAGNOSIS,J12.8,Viral pneumonia,261326,SNOMED
LAST_PRIMARY_DIAGNOSIS,F38.8,Mood disorder,444100,SNOMED
LAST_PRIMARY_DIAGNOSIS,J43.9,Pulmonary emphysema,261325,SNOMED
LAST_PRIMARY_DIAGNOSIS,M00.9,Suppurative arthritis,80482,SNOMED
LAST_PRIMARY_DIAGNOSIS,F31.1,"Bipolar affective disorder, current episode manic",440078,SNOMED
LAST_PRIMARY_DIAGNOSIS,H72.8,Perforation of tympanic membrane,375292,SNOMED
LAST_PRIMARY_DIAGNOSIS,K35.2,Acute appendicitis with generalized peritonitis,196149,SNOMED
LAST_PRIMARY_DIAGNOSIS,O71.0,Rupture of uterus before onset of labor,195328,SNOMED
LAST_PRIMARY_DIAGNOSIS,D23.1,Benign neoplasm of skin of eyelid,4242957,SNOMED
LAST_PRIMARY_DIAGNOSIS,K65.9,Peritonitis,196152,SNOMED
LAST_PRIMARY_DIAGNOSIS,G41.9,Status epilepticus,4332304,SNOMED
LAST_PRIMARY_DIAGNOSIS,M77.1,Lateral epicondylitis,81379,SNOMED
LAST_PRIMARY_DIAGNOSIS,F33.9,Recurrent major depression,4282316,SNOMED
LAST_PRIMARY_DIAGNOSIS,L60.8,Disorder of nail,132706,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z36.0,Fetal chromosomal abnormality screening,43020943,SNOMED
LAST_PRIMARY_DIAGNOSIS,I51.4,Myocarditis,314383,SNOMED
LAST_PRIMARY_DIAGNOSIS,F99,Mental disorder,432586,SNOMED
LAST_PRIMARY_DIAGNOSIS,K43.5,Parastomal hernia,4342896,SNOMED
LAST_PRIMARY_DIAGNOSIS,O26.3,Retained intrauterine contraceptive device in pregnancy,4061848,SNOMED
LAST_PRIMARY_DIAGNOSIS,C44.6,Malignant neoplasm of skin of upper limb,4162994,SNOMED
LAST_PRIMARY_DIAGNOSIS,C44.6,Primary malignant neoplasm of upper limb,81239,SNOMED
LAST_PRIMARY_DIAGNOSIS,E66.9,Obesity,433736,SNOMED
LAST_PRIMARY_DIAGNOSIS,R74.0,Elevated level of transaminase and lactic acid dehydrogenase,436238,SNOMED
LAST_PRIMARY_DIAGNOSIS,C80.0,Primary malignant neoplasm of unknown site,4149322,SNOMED
LAST_PRIMARY_DIAGNOSIS,C80.0,Metastasis,36769180,Cancer Modifier
LAST_PRIMARY_DIAGNOSIS,N15.1,Renal and perinephric abscess,198192,SNOMED
LAST_PRIMARY_DIAGNOSIS,K70.9,Alcoholic liver damage,201612,SNOMED
LAST_PRIMARY_DIAGNOSIS,K04.5,Asymptomatic periapical periodontitis,37397422,SNOMED
LAST_PRIMARY_DIAGNOSIS,G96.0,Cerebrospinal fluid leak,4046448,SNOMED
LAST_PRIMARY_DIAGNOSIS,K22.1,Ulcer of esophagus,25844,SNOMED
LAST_PRIMARY_DIAGNOSIS,O34.9,Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy,197050,SNOMED
LAST_PRIMARY_DIAGNOSIS,H53.2,Diplopia,373474,SNOMED
LAST_PRIMARY_DIAGNOSIS,J93.0,Spontaneous tension pneumothorax,258787,SNOMED
LAST_PRIMARY_DIAGNOSIS,J01.0,Acute maxillary sinusitis,141323,SNOMED
LAST_PRIMARY_DIAGNOSIS,K85.8,Acute pancreatitis,199074,SNOMED
LAST_PRIMARY_DIAGNOSIS,T16,Foreign body in ear,374801,SNOMED
LAST_PRIMARY_DIAGNOSIS,M20.5,Acquired deformity of toe,79917,SNOMED
LAST_PRIMARY_DIAGNOSIS,A08.1,Viral gastroenteritis caused by Norwalk-like agent,196895,SNOMED
LAST_PRIMARY_DIAGNOSIS,F33.2,Severe recurrent major depression without psychotic features,435220,SNOMED
LAST_PRIMARY_DIAGNOSIS,R49.0,Dysphonia,40326053,SNOMED
LAST_PRIMARY_DIAGNOSIS,N84.2,Polyp of vagina,198198,SNOMED
LAST_PRIMARY_DIAGNOSIS,M51.0,Intervertebral disc disorder with myelopathy,78832,SNOMED
LAST_PRIMARY_DIAGNOSIS,R52.2,Chronic pain,436096,SNOMED
LAST_PRIMARY_DIAGNOSIS,S06.0,Concussion injury of brain,4001336,SNOMED
LAST_PRIMARY_DIAGNOSIS,M89.9,Disorder of bone,75909,SNOMED
LAST_PRIMARY_DIAGNOSIS,S68.1,Traumatic amputation of finger,4319151,SNOMED
LAST_PRIMARY_DIAGNOSIS,C18.3,Primary malignant neoplasm of hepatic flexure of colon,438979,SNOMED
LAST_PRIMARY_DIAGNOSIS,M50.0,Intervertebral disc disorder of cervical region with myelopathy,139906,SNOMED
LAST_PRIMARY_DIAGNOSIS,E27.3,Drug-induced adrenocortical insufficiency,4099792,SNOMED
LAST_PRIMARY_DIAGNOSIS,R79.0,Mineral level in blood outside reference range,4166144,SNOMED
LAST_PRIMARY_DIAGNOSIS,J18.0,Bronchopneumonia,256722,SNOMED
LAST_PRIMARY_DIAGNOSIS,O87.3,Cerebral venous thrombosis in puerperium,4066234,SNOMED
LAST_PRIMARY_DIAGNOSIS,I95.9,Low blood pressure,317002,SNOMED
LAST_PRIMARY_DIAGNOSIS,K12.1,Stomatitis,138455,SNOMED
LAST_PRIMARY_DIAGNOSIS,K59.1,Functional diarrhea,80141,SNOMED
LAST_PRIMARY_DIAGNOSIS,R30.9,Dysuria,197684,SNOMED
LAST_PRIMARY_DIAGNOSIS,O89.5,Complication of anesthesia during the puerperium,36715374,SNOMED
LAST_PRIMARY_DIAGNOSIS,D21.1,Benign neoplasm of soft tissues of upper limb,444449,SNOMED
LAST_PRIMARY_DIAGNOSIS,I84.2,Internal hemorrhoids without complication,201322,SNOMED
LAST_PRIMARY_DIAGNOSIS,D03.5,Melanoma in situ of trunk,4031109,SNOMED
LAST_PRIMARY_DIAGNOSIS,O15.1,Eclampsia in labor,4034096,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z52.4,History of event,1340204,OMOP Extension
LAST_PRIMARY_DIAGNOSIS,D35.1,Benign neoplasm of parathyroid gland,134304,SNOMED
LAST_PRIMARY_DIAGNOSIS,J33.8,Polyp of nasal sinus,4138403,SNOMED
LAST_PRIMARY_DIAGNOSIS,D17.3,Lipoma of skin and subcutaneous tissue (excluding face),198101,SNOMED
LAST_PRIMARY_DIAGNOSIS,J14,Haemophilus influenzae pneumonia,260754,SNOMED
LAST_PRIMARY_DIAGNOSIS,I42.0,Dilated cardiomyopathy,4163710,SNOMED
LAST_PRIMARY_DIAGNOSIS,C16.0,Primary malignant neoplasm of cardia of stomach,432838,SNOMED
LAST_PRIMARY_DIAGNOSIS,K36,Appendicitis,440448,SNOMED
LAST_PRIMARY_DIAGNOSIS,M81.9,Osteoporosis,80502,SNOMED
LAST_PRIMARY_DIAGNOSIS,S56.1,Injury of flexor muscle and tendon of thumb at forearm level,4056714,SNOMED
LAST_PRIMARY_DIAGNOSIS,N84.3,Polyp of vulva,433531,SNOMED
LAST_PRIMARY_DIAGNOSIS,C67.0,Primary malignant neoplasm of trigone of urinary bladder,435484,SNOMED
LAST_PRIMARY_DIAGNOSIS,Q89.2,Congenital anomaly of endocrine gland,140526,SNOMED
LAST_PRIMARY_DIAGNOSIS,O67.8,Intrapartum hemorrhage,4242238,SNOMED
LAST_PRIMARY_DIAGNOSIS,C49.3,Malignant tumor of soft tissue of thorax,4181330,SNOMED
LAST_PRIMARY_DIAGNOSIS,D07.1,Carcinoma in situ of vulva,438386,SNOMED
LAST_PRIMARY_DIAGNOSIS,L02.0,Disorder of skin AND/OR subcutaneous tissue of head,4027539,SNOMED
LAST_PRIMARY_DIAGNOSIS,B17.9,Acute viral hepatitis,4211974,SNOMED
LAST_PRIMARY_DIAGNOSIS,D39.1,Neoplasm of uncertain behavior of ovary,200675,SNOMED
LAST_PRIMARY_DIAGNOSIS,K75.9,Inflammatory disease of liver,194990,SNOMED
LAST_PRIMARY_DIAGNOSIS,F19.0,Acute stimulant intoxication,46287148,SNOMED
LAST_PRIMARY_DIAGNOSIS,R06.4,Hyperventilation,316814,SNOMED
LAST_PRIMARY_DIAGNOSIS,K56.2,Intestinal volvulus,197603,SNOMED
LAST_PRIMARY_DIAGNOSIS,L50.8,Urticaria,139900,SNOMED
LAST_PRIMARY_DIAGNOSIS,D28.0,Benign neoplasm of vulva,438390,SNOMED
LAST_PRIMARY_DIAGNOSIS,O29.4,Spinal and epidural anesthesia-induced headache during pregnancy,4061351,SNOMED
LAST_PRIMARY_DIAGNOSIS,J44.1,Acute exacerbation of chronic obstructive pulmonary disease,257004,SNOMED
LAST_PRIMARY_DIAGNOSIS,K62.4,Stenosis of rectum and anus,200773,SNOMED
LAST_PRIMARY_DIAGNOSIS,E10.5,Peripheral circulatory disorder due to type 1 diabetes mellitus,318712,SNOMED
LAST_PRIMARY_DIAGNOSIS,J38.1,Polyp of vocal cord or larynx,28179,SNOMED
LAST_PRIMARY_DIAGNOSIS,K01.0,Embedded teeth,4024688,SNOMED
LAST_PRIMARY_DIAGNOSIS,A40.0,Sepsis caused by Streptococcus pyogenes,40487616,SNOMED
LAST_PRIMARY_DIAGNOSIS,F25.9,Schizoaffective disorder,4286201,SNOMED
LAST_PRIMARY_DIAGNOSIS,K76.8,Disease of liver,194984,SNOMED
LAST_PRIMARY_DIAGNOSIS,O66.2,Obstructed labor due to unusually large fetus,4064437,SNOMED
LAST_PRIMARY_DIAGNOSIS,M31.3,Granulomatosis with polyangiitis,313223,SNOMED
LAST_PRIMARY_DIAGNOSIS,J02.0,Streptococcal sore throat,28060,SNOMED
LAST_PRIMARY_DIAGNOSIS,K66.8,Disorder of peritoneum,197324,SNOMED
LAST_PRIMARY_DIAGNOSIS,G04.8,Inflammatory disease of the central nervous system,4190307,SNOMED
LAST_PRIMARY_DIAGNOSIS,B01.9,Varicella,434272,SNOMED
LAST_PRIMARY_DIAGNOSIS,M43.1,Spondylolisthesis,4167097,SNOMED
LAST_PRIMARY_DIAGNOSIS,C16.6,Primary malignant neoplasm of greater curvature of stomach,437224,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z03.2,Examination for suspected mental disorder,4063519,SNOMED
LAST_PRIMARY_DIAGNOSIS,S86.0,Injury of Achilles tendon,42536845,SNOMED
LAST_PRIMARY_DIAGNOSIS,D06.0,Carcinoma in situ of endocervix,4243120,SNOMED
LAST_PRIMARY_DIAGNOSIS,C67.9,Primary malignant neoplasm of urinary bladder,196360,SNOMED
LAST_PRIMARY_DIAGNOSIS,N21.8,Calculus of lower urinary tract,197028,SNOMED
LAST_PRIMARY_DIAGNOSIS,S80.9,Superficial injury of lower leg,4106355,SNOMED
LAST_PRIMARY_DIAGNOSIS,I83.1,Varicose vein of lower limb with phlebitis,4209088,SNOMED
LAST_PRIMARY_DIAGNOSIS,N60.2,Fibroadenosis of breast,75010,SNOMED
LAST_PRIMARY_DIAGNOSIS,C85.1,B-cell lymphoma (clinical),434592,SNOMED
LAST_PRIMARY_DIAGNOSIS,G24.9,Dystonia,375800,SNOMED
LAST_PRIMARY_DIAGNOSIS,R41.8,"Mental state, behavior and/or psychosocial function finding",4293175,SNOMED
LAST_PRIMARY_DIAGNOSIS,H80.9,Otosclerosis,439035,SNOMED
LAST_PRIMARY_DIAGNOSIS,T17.2,Foreign body in pharynx,22492,SNOMED
LAST_PRIMARY_DIAGNOSIS,I84.6,Residual hemorrhoidal skin tags,197006,SNOMED
LAST_PRIMARY_DIAGNOSIS,J38.0,Paralysis of larynx,4233244,SNOMED
LAST_PRIMARY_DIAGNOSIS,S02.3,Fracture of orbital floor,4011012,SNOMED
LAST_PRIMARY_DIAGNOSIS,I49.9,Cardiac arrhythmia,44784217,SNOMED
LAST_PRIMARY_DIAGNOSIS,E05.2,Toxic multinodular goiter,135778,SNOMED
LAST_PRIMARY_DIAGNOSIS,I64,Cerebrovascular accident,381316,SNOMED
LAST_PRIMARY_DIAGNOSIS,N02.8,Hematuria syndrome,79864,SNOMED
LAST_PRIMARY_DIAGNOSIS,F31.0,"Bipolar I disorder, most recent episode hypomanic",4150985,SNOMED
LAST_PRIMARY_DIAGNOSIS,R47.0,"Aphasia, agnosia, dyslexia AND/OR apraxia",4024716,SNOMED
LAST_PRIMARY_DIAGNOSIS,N82.0,Vesicovaginal fistula,4232162,SNOMED
LAST_PRIMARY_DIAGNOSIS,E87.5,Hyperkalemia,434610,SNOMED
LAST_PRIMARY_DIAGNOSIS,M25.7,Osteophyte of bone,45757591,SNOMED
LAST_PRIMARY_DIAGNOSIS,F32.0,"Mild major depression, single episode",4195572,SNOMED
LAST_PRIMARY_DIAGNOSIS,N81.4,Uterovaginal prolapse,192683,SNOMED
LAST_PRIMARY_DIAGNOSIS,K65.8,Peritonitis,196152,SNOMED
LAST_PRIMARY_DIAGNOSIS,N28.1,Cyst of kidney,36716270,SNOMED
LAST_PRIMARY_DIAGNOSIS,H69.9,Eustachian tube disorder,372324,SNOMED
LAST_PRIMARY_DIAGNOSIS,I88.0,Nonspecific mesenteric adenitis,4147494,SNOMED
LAST_PRIMARY_DIAGNOSIS,B34.1,Disease caused by Enterovirus,438068,SNOMED
LAST_PRIMARY_DIAGNOSIS,K05.2,Acute pericoronitis,4240538,SNOMED
LAST_PRIMARY_DIAGNOSIS,C49.6,Primary malignant neoplasm of soft tissues of trunk,197808,SNOMED
LAST_PRIMARY_DIAGNOSIS,C49.9,Primary malignant neoplasm of soft tissues,376647,SNOMED
LAST_PRIMARY_DIAGNOSIS,I80.8,Thrombophlebitis,320741,SNOMED
LAST_PRIMARY_DIAGNOSIS,T88.6,Drug-induced anaphylaxis,4084168,SNOMED
LAST_PRIMARY_DIAGNOSIS,K41.3,Obstructed femoral hernia,4057087,SNOMED
LAST_PRIMARY_DIAGNOSIS,J98.0,Disorder of bronchus,260131,SNOMED
LAST_PRIMARY_DIAGNOSIS,M35.2,Behcet's syndrome,436642,SNOMED
LAST_PRIMARY_DIAGNOSIS,R25.3,Muscle fasciculation,4219643,SNOMED
LAST_PRIMARY_DIAGNOSIS,H57.1,Pain in eye,379031,SNOMED
LAST_PRIMARY_DIAGNOSIS,O69.9,Umbilical cord complication during labor and delivery,42538185,SNOMED
LAST_PRIMARY_DIAGNOSIS,T59.8,Poisoning caused by gaseous substance,608027,SNOMED
LAST_PRIMARY_DIAGNOSIS,S00.8,Superficial injury of head,4086195,SNOMED
LAST_PRIMARY_DIAGNOSIS,M21.3,Acquired deformity of limb,133857,SNOMED
LAST_PRIMARY_DIAGNOSIS,N85.9,Noninflammatory disorder of uterus,4329445,SNOMED
LAST_PRIMARY_DIAGNOSIS,S51.7,Multiple open wounds of forearm,4062394,SNOMED
LAST_PRIMARY_DIAGNOSIS,D59.1,Autoimmune hemolytic anemia,441269,SNOMED
LAST_PRIMARY_DIAGNOSIS,H04.2,Epiphora,435553,SNOMED
LAST_PRIMARY_DIAGNOSIS,S02.4,Fracture of malar and maxillary bones,4011509,SNOMED
LAST_PRIMARY_DIAGNOSIS,T79.3,Post-traumatic wound infection,4153877,SNOMED
LAST_PRIMARY_DIAGNOSIS,I49.4,Aberrant premature complexes,4091901,SNOMED
LAST_PRIMARY_DIAGNOSIS,H16.0,Corneal ulcer,373202,SNOMED
LAST_PRIMARY_DIAGNOSIS,C77.4,Spread to lymph node,36768587,Cancer Modifier
LAST_PRIMARY_DIAGNOSIS,K04.6,Periapical abscess with sinus tract,133803,SNOMED
LAST_PRIMARY_DIAGNOSIS,Q27.3,Peripheral arteriovenous malformation,4076794,SNOMED
LAST_PRIMARY_DIAGNOSIS,F50.0,Anorexia nervosa,436675,SNOMED
LAST_PRIMARY_DIAGNOSIS,S22.0,Fracture of thoracic spine,4053828,SNOMED
LAST_PRIMARY_DIAGNOSIS,L41.1,Chronic lichenoid pityriasis,4001578,SNOMED
LAST_PRIMARY_DIAGNOSIS,N81.9,Prolapse of female genital organs,199876,SNOMED
LAST_PRIMARY_DIAGNOSIS,K06.8,Edentulous alveolar ridge,4246658,SNOMED
LAST_PRIMARY_DIAGNOSIS,K06.8,Gingival disease,4090111,SNOMED
LAST_PRIMARY_DIAGNOSIS,K55.0,Acute vascular insufficiency of intestine,201894,SNOMED
LAST_PRIMARY_DIAGNOSIS,O36.7,Viable fetus in abdominal pregnancy,4129027,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z40.8,Preventive procedure,4061660,SNOMED
LAST_PRIMARY_DIAGNOSIS,Z40.8,Surgical procedure,4301351,SNOMED
LAST_PRIMARY_DIAGNOSIS,G40.1,Focal onset aware epileptic seizure,43530626,SNOMED
LAST_PRIMARY_DIAGNOSIS,G40.1,Localization-related symptomatic epilepsy,4044082,SNOMED
LAST_PRIMARY_DIAGNOSIS,J34.0,Lesion of skin of nose,36686082,SNOMED
LAST_PRIMARY_DIAGNOSIS,C18.9,Primary malignant neoplasm of colon,197500,SNOMED
LAST_PRIMARY_DIAGNOSIS,M45,Ankylosing spondylitis,437082,SNOMED
LAST_PRIMARY_DIAGNOSIS,K92.9,Disorder of digestive system,4201745,SNOMED
LAST_PRIMARY_DIAGNOSIS,L02.9,Abscess of skin and/or subcutaneous tissue,4137468,SNOMED
LAST_PRIMARY_DIAGNOSIS,S01.1,Open wound of ocular adnexa,441712,SNOMED
LAST_PRIMARY_DIAGNOSIS,O80.8,Delivery normal,441641,SNOMED
LAST_PRIMARY_DIAGNOSIS,L51.9,Erythema multiforme,132702,SNOMED
LAST_PRIMARY_DIAGNOSIS,T81.9,Complication of procedure,442019,SNOMED
LAST_PRIMARY_DIAGNOSIS,C43.9,Primary malignant melanoma of skin,37167720,SNOMED
LAST_PRIMARY_DIAGNOSIS,K07.2,Dental arch relationship anomaly,256142,SNOMED
LAST_PRIMARY_DIAGNOSIS,M34.9,Systemic sclerosis,134442,SNOMED
LAST_PRIMARY_DIAGNOSIS,N85.2,Hypertrophy of uterus,196473,SNOMED
LAST_PRIMARY_DIAGNOSIS,M65.1,Synovitis and tenosynovitis,74728,SNOMED
LAST_PRIMARY_DIAGNOSIS,D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia,4098622,SNOMED
LAST_PRIMARY_DIAGNOSIS,C44.4,Primary malignant neoplasm of skin of neck,434291,SNOMED
